binding_id,row_type,row_id,bibtex_key,operation,kind,automaton_id,role,source,linked_strategy_ids,linked_error_ids,link_ids,evidence
misconception:39776:fraction:whole_number_grab,misconception,39776,IJMEST_Peled_1997_Forms,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students perceive decimal fractions as familiar whole numbers, ignoring their unique place value and using a whole-numbers rule to compare them."
misconception:39798:subtraction:smaller_from_larger_in_column,misconception,39798,IJMEST_Jankvist_2015_Analysing,subtraction,smaller_from_larger_in_column,subtraction:smaller_from_larger_in_column,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"subtract the smaller digit from the larger; smaller digit from the larger; regardless of which is the minuend | When subtracting multi-digit numbers, students erroneously subtract the smaller digit from the larger digit within a given place value, regardless of which is the minuend and which is the subtrahend."
misconception:39802:fraction:whole_number_grab,misconception,39802,IJMEST_Goodman_1991_Computational,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students, particularly those of lower ability, experience significantly greater difficulty performing estimation tasks that involve fractions compared to whole numbers, decimals, or percentages."
misconception:39811:fraction:whole_number_grab,misconception,39811,IJMEST_Hunting_1990_Context,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number; denominator; numerator | Students assimilate fraction symbols and verbal utterances into established whole number knowledge, inappropriately adding both numerators and denominators."
misconception:39835:fraction:whole_number_grab,misconception,39835,IJMEST_Poon_2018_Learning,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students misread fractional quantities as two independent whole numbers rather than a single value on the number line, due to their prior experience exclusively counting with discrete numbers."
misconception:39841:fraction:whole_number_grab,misconception,39841,IJMEST_Son_2018_Computational,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | When attempting to estimate multi-digit whole number multiplication, preservice teachers make unreasonable calculations by inappropriately decomposing factors additively rather than multiplicatively."
misconception:39843:addition:round_without_adjusting,misconception,39843,IJMEST_Son_2018_Computational,addition,round_without_adjusting,addition:round_without_adjusting,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"round; rounded | Preservice teachers use incorrect concepts when estimating percentages, incorrectly treating the percentage requested as a decimal multiplier applied to a rounded base."
misconception:39844:fraction:whole_number_grab,misconception,39844,IJMEST_Son_2018_Computational,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,whole number; whole-number; denominator; numerator | Preservice teachers incorrectly operate on the numerators and denominators as independent whole numbers when estimating operations with fractions.
misconception:39863:fraction:whole_number_grab,misconception,39863,IJMEST_Peled_1999_Difficulties,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,whole number; whole-number | Students inappropriately assume that continuous quantities or dimensions must be divided into a whole number of squares to be measured or rearranged.
misconception:39885:fraction:whole_number_grab,misconception,39885,IJMEST_Tsai_2017_Towards,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students inappropriately over-generalize and apply whole number properties to fractions, interfering with their understanding of fractions as discrete entities and causing errors in comparison and arithmetic."
misconception:39889:fraction:whole_number_grab,misconception,39889,IJMEST_Yilmaz_2018_Using,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number; denominator; numerator | Students make errors when representing fractions on a number line, such as using an area model format on the line or treating the numerator and denominator as separate whole numbers."
misconception:39897:decimal:decimal_point_rule_misapplication,misconception,39897,IJMEST_Hourigan_2013_Challenges,decimal,decimal_point_rule_misapplication,decimal:decimal_point_rule_misapplication,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"failing to correctly place the decimal point | Students demonstrate a lack of attention to the positional nature of the number system, failing to correctly place the decimal point."
misconception:39918:fraction:whole_number_grab,misconception,39918,IJMEST_Ngu_2017_Will,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students fail to recognize the structural similarity between equations involving whole numbers and those involving fractions, decimals, or percentages."
misconception:39934:fraction:whole_number_grab,misconception,39934,IJMEST_Ubuz_2010_Primary,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Teachers interpret the decimal point as a separator between two independent whole numbers, ignoring its role in place value."
misconception:39935:fraction:whole_number_grab,misconception,39935,IJMEST_Ubuz_2010_Primary,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Teachers lack understanding of the denseness and denary nature of decimals, ignoring the number of divisions between whole numbers or decimals, or ignoring the left/right calibration."
misconception:39946:subtraction:borrow_across_zero_no_cascade,misconception,39946,IJMEST_Attisha_1984_Microcomputer-aided,subtraction,borrow_across_zero_no_cascade,subtraction:borrow_across_zero_no_cascade,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"borrowing across zero; across zero; incrementing a 9-digit; multi-column subtraction | Students make systematic errors during multi-column subtraction, predominantly caused by the 'borrowing' sub-procedure, particularly when borrowing across zero or incrementing a 9-digit."
misconception:39949:fraction:whole_number_grab,misconception,39949,IJMEST_Bouta_2013_Cognitive,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number; denominator | Students fail to understand fraction magnitudes, either misapplying the whole number magnitude to the denominator or repeating memorized rules without understanding."
misconception:40022:division:stop_after_one_known_fact,misconception,40022,JMTE_McDuffie_2004_Mathematics,division,stop_after_one_known_fact,division:stop_after_one_known_fact,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"multiplication fact; stop | Students bring only a recursive interpretation to a number pattern, observing that the next number increases by a fixed amount from the last, but they fail to link the pattern or the term 'multiple' to the operation of multiplication."
misconception:40028:fraction:whole_number_grab,misconception,40028,JMTE_An_2004_Pedagogical,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number; denominator; numerator | Students fail to conceive of a fraction as a single number, instead separating it into two independent numbers (numerator and denominator)."
misconception:40035:addition:wrong_carry_amount_to_next_column,misconception,40035,JMTE_Delaney_2008_Mathematical,addition,wrong_carry_amount_to_next_column,addition:wrong_carry_amount_to_next_column,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"carry of 2 tens rather than 1 ten; carry of 2 tens; failing to note a carry of 2; procedural errors when adding | Students make procedural errors when adding three two-digit numbers, such as failing to heed place value and failing to note a carry of 2 tens rather than 1 ten."
misconception:40048:decimal:decimal_point_rule_misapplication,misconception,40048,JMTE_Seaman_2007_Mathematical,decimal,decimal_point_rule_misapplication,decimal:decimal_point_rule_misapplication,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"readjusting the decimal point after division; moving it back to its original erroneous place | Students struggle with the standard algorithm for dividing decimals, either reversing the divisor and dividend, or incorrectly readjusting the decimal point after division by moving it back to its original erroneous place."
misconception:40091:fraction:whole_number_grab,misconception,40091,JMTE_Sowder_1998_Educating,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Teachers struggle to conceptualize remainders in division problems, specifically conflating a fractional remainder with a whole-number remainder representing the same quantity."
misconception:40108:fraction:whole_number_grab,misconception,40108,JMTE_Cooper_2018_Can,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | The standard primary school notation for division with remainder violates the transitive property of equality, creating a mathematically nonsensical statement when two different expressions with the same quotient and remainder are equated."
misconception:40110:fraction:whole_number_grab,misconception,40110,JMTE_Cooper_2018_Can,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,whole number; whole-number | Students struggle with decimal long division because the standard whole-number remainder notation obscures the fact that the remainder is a fractional part of the divisor that can be further divided.
misconception:40118:fraction:whole_number_grab,misconception,40118,JMTE_Charalambous_2011_Prospective,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | A prospective teacher incorrectly justifies an inequality chain by claiming one could simply switch the middle two terms of valid inequalities, failing to provide a mathematically sound justification."
misconception:40123:fraction:whole_number_grab,misconception,40123,JMTE_Thanheiser_2016_Reflective,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number; denominator; numerator | Learners apply 'gap thinking' or whole-number reasoning independently to the numerator and denominator, incorrectly concluding that two fractions are equivalent if they are missing the same number of pieces to make a whole, regardless of the pieces' sizes."
misconception:40124:fraction:whole_number_grab,misconception,40124,JMTE_Thanheiser_2016_Reflective,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number; denominator; numerator | When finding a common numerator to compare fractions, learners incorrectly apply whole-number reasoning to the denominators, concluding that a fraction is smaller simply because its denominator is a smaller number."
misconception:40128:subtraction:smaller_from_larger_in_column,misconception,40128,JMTE_Steinberg_2004_Inquiry,subtraction,smaller_from_larger_in_column,subtraction:smaller_from_larger_in_column,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,subtracting the smaller digit from the larger; smaller digit from the larger; minuend or subtrahend | Students incorrectly use the standard subtraction algorithm for problems involving regrouping by consistently subtracting the smaller digit from the larger digit regardless of its position as minuend or subtrahend.
misconception:40134:fraction:whole_number_grab,misconception,40134,JMTE_Son_2009_Prospective,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Prospective teachers write story problems for fraction division that actually represent division by a whole number, demonstrating a procedural rather than conceptual understanding of dividing by a fraction."
misconception:40139:fraction:whole_number_grab,misconception,40139,JMTE_Stacey_2001_Preservice,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,whole number; whole-number | Students incorrectly think that a longer decimal is larger than a shorter decimal due to an overgeneralization of whole number properties.
misconception:40140:fraction:whole_number_grab,misconception,40140,JMTE_Stacey_2001_Preservice,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Learners struggle to compare decimals with zero, sometimes believing zero is larger because it is in the ones column or it is a whole number, or incorrectly treating decimals as negative numbers below zero."
misconception:40144:fraction:whole_number_grab,misconception,40144,JMTE_Norton_2018_Relationship,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number; denominator; numerator | A student incorrectly adds fractions by treating them as whole numbers, adding the numerators together and adding the denominators together."
misconception:40145:fraction:whole_number_grab,misconception,40145,JMTE_Lo_2012_Prospective,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,whole number; whole-number | Prospective teachers incorrectly write word problems that represent multiplication by a whole number or division by a whole number when tasked with contextualizing division by a proper fraction.
misconception:40156:fraction:whole_number_grab,misconception,40156,JMTE_Schifter_1998_Learning,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students struggle to recognize fractions as relational quantities, questioning the necessity of a fraction when an absolute whole number count can describe the isolated subset."
misconception:40172:division:name_group_count_as_share_size,misconception,40172,JMTE_Santagata_2014_Learning,division,name_group_count_as_share_size,division:name_group_count_as_share_size,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"number of groups; confuse | Students confuse the number of groups with the size of the groups when modeling division, such as representing 60 divided by 3 as two groups of three tens (30s) instead of three groups of two tens (20s). When attempting to correct this to three groups, students may move base-ten blocks haphazardly, creating unequal groups and failing to recognize that division requires equal partitioning."
misconception:40175:fraction:whole_number_grab,misconception,40175,JMTE_Whitacre_2016_Investigating,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"number of parts; denominator; numerator | Prospective teachers exhibit 'Denominator Dominance,' focusing exclusively on the size of the fractional parts (the denominator) while ignoring the number of parts (the numerator), incorrectly concluding that the fraction with the smaller pieces is always smaller."
misconception:40180:fraction:whole_number_grab,misconception,40180,JMTE_Takker_2017_Knowledge,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students falsely expect a 'oneths' place value to exist immediately to the right of the decimal point, mirroring the 'ones' place. This arises from an implicit 'mirror metaphor' that incorrectly locates the point of symmetry for the base-ten system at the decimal point rather than the ones place."
misconception:40181:fraction:whole_number_grab,misconception,40181,JMTE_Takker_2017_Knowledge,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students incorrectly overgeneralize whole number rules when comparing decimal numbers, leading them to either conclude that a decimal with more digits is larger (the whole number rule) or incorrectly apply reverse thinking to conclude that a longer decimal is always smaller."
misconception:40182:fraction:whole_number_grab,misconception,40182,JMTE_Takker_2017_Knowledge,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students struggle to understand how the placement of zero affects the value of a decimal number. Some incorrectly evaluate equivalence by just counting zeroes and ignoring the decimal point, while others falsely believe appending a zero after decimal digits acts like whole number multiplication by 10."
misconception:40200:fraction:whole_number_grab,misconception,40200,JMTE_Dyson_2013_Prospective,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number; denominator | A student incorrectly compares two fractions using a diagram by treating the number of pieces shaded as whole numbers, ignoring the relationship to the whole."
misconception:40217:addition:round_without_adjusting,misconception,40217,JMTE_Otten_2019_Teachers',addition,round_without_adjusting,addition:round_without_adjusting,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"round; rounded | Students provide overly precise, unrounded decimal answers to real-world context problems that require integer or specific rounded values, focusing on completing the calculation rather than ensuring the answer makes sense in the context."
misconception:40227:fraction:whole_number_grab,misconception,40227,JMTE_Steinbring_1998_Elements,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students interpret the decimal point as a mere separator that divides a quantity into two independent whole numbers (e.g., reading 2.37 km as 2 kilometers and 37 meters) rather than understanding the fractional relation the decimal digits hold to the primary unit."
misconception:40230:fraction:whole_number_grab,misconception,40230,JMTE_Isiksal_2011_Nature,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number; denominator; numerator | Students misapply basic algorithmic rules when multiplying fractions, such as incorrectly finding a common denominator, inverting the second fraction, or adding numerators and denominators."
misconception:40231:fraction:whole_number_grab,misconception,40231,JMTE_Isiksal_2011_Nature,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students intuitively overgeneralize properties of whole numbers to fractions, expecting the result of operations to be whole numbers without remainders."
misconception:40235:fraction:whole_number_grab,misconception,40235,JMTE_Norton_2008_Teaching,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"number of parts; denominator | A student struggles to generalize the partitive unit fractional scheme to improper fractions, confusing the required denominator (fractional unit) with the remaining number of parts needed to reach the target amount."
misconception:40264:fraction:whole_number_grab,misconception,40264,JMTE_Shaughnessy_2018_Complementary,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number; denominator; numerator | When comparing fractions with a common numerator, a student mistakenly concludes that the fraction with the larger denominator is the greater fraction, misapplying whole number magnitude logic."
misconception:40272:fraction:whole_number_grab,misconception,40272,JMTE_Ambrose_2004_Initiating,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Young children simply added the two numbers in a story problem, regardless of the semantic action or mathematical operation actually required by the problem's context."
misconception:40279:fraction:whole_number_grab,misconception,40279,JMTE_Cai_2017_Mathematical,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students erroneously assume that the presence of a zero in the middle of a dividend guarantees a zero in the middle of the quotient, or vice versa."
misconception:40283:fraction:whole_number_grab,misconception,40283,JMTE_Es_2010_Influence,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | A student inconsistently applies decimal rules during a partial products algorithm, misapplying the rule for placing the decimal point to intermediate steps while treating factors as both whole numbers and decimals."
misconception:40283:multiplication:drop_second_partial_product,misconception,40283,JMTE_Es_2010_Influence,multiplication,drop_second_partial_product,multiplication:drop_second_partial_product,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"partial product; partial products | A student inconsistently applies decimal rules during a partial products algorithm, misapplying the rule for placing the decimal point to intermediate steps while treating factors as both whole numbers and decimals."
misconception:40324:fraction:whole_number_grab,misconception,40324,IJSME_Alsawaie_2012_Number,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students falsely believe that dividing by a larger decimal yields a larger quotient, reversing the effect of division when transitioning from whole numbers to decimals."
misconception:40353:fraction:whole_number_grab,misconception,40353,IJSME_Yang_2018_Sixth,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,whole number; whole-number | Students do not understand the concept of estimation and fail to apply it to arrive at a compatible argument for a whole-number computational result.
misconception:40364:fraction:whole_number_grab,misconception,40364,IJSME_Tzur_2004_Distinguishing,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number; denominator | Students incorrectly apply whole-number reasoning to unit fractions when removed from a supportive activity context, concluding that a fraction with a larger denominator must be larger."
misconception:40369:fraction:whole_number_grab,misconception,40369,IJSME_Lee_2014_Relationships,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | The student operates multiplicatively on unknowns solely with whole numbers rather than treating a fraction as a single multiplier, preventing the development of reciprocal reasoning when writing equations."
misconception:40371:fraction:whole_number_grab,misconception,40371,IJSME_Lee_2014_Relationships,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,whole number; whole-number | The student creates different algebraic expressions for the same fractional sharing context but is uncertain whether an expression dividing a total by a whole number is quantitatively identical to an expression multiplying the unknown by a fraction.
misconception:40372:fraction:whole_number_grab,misconception,40372,IJSME_Lee_2015_Distributive,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,strategy_misconception_links.notes;automaton_instance_bindings:error_row_mapper,862,,688,"whole_number_grab: When multiplying a whole number by an improper fraction, the student constructs the correct number of partitions but fails to anticipate the next steps because the required fractional quantity is greater than the original whole, leading to a conflation of units. | whole number; whole-number | When multiplying a whole number by an improper fraction, the student constructs the correct number of partitions but fails to anticipate the next steps because the required fractional quantity is greater than the original whole, leading to a conflation of units."
misconception:40380:fraction:whole_number_grab,misconception,40380,IJSME_An_2012_Enhancing,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students confuse operations when dealing with mixed numbers, correctly subtracting the whole numbers but incorrectly adding the fractional parts."
misconception:40382:fraction:whole_number_grab,misconception,40382,IJSME_An_2012_Enhancing,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,whole number; whole-number | Students process an integer expression as whole number subtraction but mistakenly affix a negative sign to the final positive result.
misconception:40387:integer:drop_sign_use_magnitude_sum,misconception,40387,IJSME_An_2012_Enhancing,integer,drop_sign_use_magnitude_sum,integer:drop_sign_use_magnitude_sum,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,ignore the negative sign; drop or ignore the negative sign; ignore the negative sign in the calculation | Students correctly expand a base raised to a power but drop or ignore the negative sign in the calculation.
misconception:40410:fraction:whole_number_grab,misconception,40410,IJSME_Shahbari_2017_Modelling,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,whole number; whole-number | Students struggle to understand how to use a fraction as an operator or functional operation to determine a specific portion of a total given quantity.
misconception:40412:fraction:whole_number_grab,misconception,40412,IJSME_Lai_2015_Hong,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students interpret the place value of digits to the right of the decimal point by mirroring whole number concepts, treating the last digit as ones and assuming place value is divided by ten as they move left."
misconception:40414:fraction:whole_number_grab,misconception,40414,IJSME_Lai_2015_Hong,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students treat the sequence of digits after the decimal point as whole numbers, erroneously predicting that 0.10 comes immediately after 0.9 on a number line."
misconception:40454:fraction:whole_number_grab,misconception,40454,IJSME_Yang_2003_Teaching,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,strategy_misconception_links.notes;automaton_instance_bindings:error_row_mapper,77,,639,whole_number_grab: Students incorrectly apply whole-number addition routines to fractions by adding the numerators together and the denominators together. | whole number; whole-number; denominator; numerator | Students incorrectly apply whole-number addition routines to fractions by adding the numerators together and the denominators together.
misconception:40456:fraction:whole_number_grab,misconception,40456,IJSME_Yang_2003_Teaching,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,strategy_misconception_links.notes;automaton_instance_bindings:error_row_mapper,77,,640,"whole_number_grab: Students incorrectly rely on whole number reasoning to compare fractions with the same numerator, concluding that the fraction with the larger denominator is the larger fraction. | whole number; whole-number; denominator; numerator | Students incorrectly rely on whole number reasoning to compare fractions with the same numerator, concluding that the fraction with the larger denominator is the larger fraction."
misconception:40471:fraction:whole_number_grab,misconception,40471,IJSME_Alajmi_2010_Examining,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students erroneously judge a correct whole-number product as unreasonable simply because the result intuitively feels 'too large,' without using estimation or number sense."
misconception:40472:addition:count_all_instead_of_known_fact,misconception,40472,IJSME_Alajmi_2010_Examining,addition,count_all_instead_of_known_fact,addition:count_all_instead_of_known_fact,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,rely on procedural counting | Students rely entirely on procedural counting rules to place decimal points without considering whether the resulting magnitude of the product is reasonable.
misconception:40491:fraction:whole_number_grab,misconception,40491,RME_Domoney_2002_Student,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | When asked to find pairs of fractions that total a specific whole number greater than one, a student defaults to a part-whole image and provides fractions that sum to exactly one."
misconception:40492:fraction:whole_number_grab,misconception,40492,RME_Domoney_2002_Student,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | A student avoids working with fractions as numerical entities by converting them to percentages, treating the percentages as whole numbers that can be counted."
misconception:40499:fraction:whole_number_grab,misconception,40499,RME_OReilly_1999_Students',fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students initially deny that any numbers exist between two consecutive whole numbers, and when prompted, rely solely on a bisection strategy to produce fractional quantities."
misconception:40502:fraction:whole_number_grab,misconception,40502,RME_OReilly_1999_Students',fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | A student counts up with decimals by treating the fractional part as an independent whole number sequence, leading to incorrect successive values."
misconception:40527:fraction:whole_number_grab,misconception,40527,RME_Ryan_2002_Charting,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students order decimals by treating the decimal part as a whole number string of digits, ignoring place value."
misconception:40531:fraction:whole_number_grab,misconception,40531,RME_Askew_2000_Numeracy,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | A student invents a flawed shortcut for finding unitary fractions of whole numbers by erroneously identifying the multiplication table the whole number belongs to (e.g., the 'tens table') instead of its ordinal position within that table."
misconception:40537:fraction:whole_number_grab,misconception,40537,RME_Watson_2010_Shifts,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Younger secondary students focus too heavily on whether whole-number outcomes are odd or even because these visual cues are familiar, missing deeper structural characteristics like multiplicative structure."
misconception:40563:subtraction:smaller_from_larger_in_column,misconception,40563,RME_Barwell_2008_Book,subtraction,smaller_from_larger_in_column,subtraction:smaller_from_larger_in_column,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"subtracting the smaller digit from the larger; smaller digit from the larger; always subtracting the smaller digit | Students incorrectly calculate subtraction problems by always subtracting the smaller digit from the larger digit in each place value column, regardless of the top or bottom position."
misconception:40564:fraction:whole_number_grab,misconception,40564,RME_Barwell_2008_Book,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,whole number; whole-number | Students inappropriately apply the whole number property that multiplying two numbers always yields a larger product.
misconception:40569:subtraction:borrow_across_zero_no_cascade,misconception,40569,MTL_McClain_2003_Supporting,subtraction,borrow_across_zero_no_cascade,subtraction:borrow_across_zero_no_cascade,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"borrowing across zero; across zero | Preservice teachers view standard addition and subtraction algorithms, such as carrying or borrowing across zeros, as meaningless rote rules intended solely to produce a correct answer."
misconception:40584:fraction:whole_number_grab,misconception,40584,MTL_Peled_2005_It's,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,whole number; whole-number | Students apply an 'always borrow left' syntactic bug where they borrow from the nearest non-zero column but improperly distribute the borrowed amounts across intermediate columns.
misconception:40585:fraction:whole_number_grab,misconception,40585,MTL_Peled_2005_It's,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,whole number; whole-number | Students conceptualize decimal numbers as whole numbers and indiscriminately apply whole-number subtraction procedures without attending to place value constraints.
misconception:40586:fraction:whole_number_grab,misconception,40586,MTL_Peled_2005_It's,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students do not understand that the regrouping process involves moving parts of equal value to preserve the total value of the number, failing to see the necessity or mechanics of taking from a larger unit."
